Title,hoax,prediction
SMRC: Kepuasan Publik ke Jokowi Naik karena Mudik Lebaran,0,0
"PKS, Nasdem, dan Demokrat Segera Teken Nota Kerja Sama Koalisi Perubahan",0,0
"Jokowi Minta RUU TPKS Disahkan, Eks Anggota KPAI: Sinyal Keras ke Partai di DPR",0,0
Pemerintah Indonesia Bantah Sebagai Penyebab Tunggal Asap Kebakaran Hutan dan Lahan di Malaysia,1,1
Lukas Enembe Meninggal Dunia,1,1
"Bentangkan Poster ke Jokowi, Peternak Blitar Diundang Istana",0,0
"Warga Natuna Tolak WNI dari Wuhan, Menkominfo Minta Pemda dan Tokoh Politik Tenangkan Suasana",0,0
STAN Ditutup Karena Radikalisme,1,1
Wamenaker: Jokowi Telepon Yusril Sebelum Reshuffle Kabinet,0,0
Megawati Sebut HUT ke-50 PDIP Jadi Momen Kangen-Kangenan Bareng Kader,0,0
Foto Pasangan Pria dan Wanita Memakai Masker saat Pandemi Flu Spanyol tahun 1918,1,1
Terjadi Pembegalan di Jalan Bango Cilandak,1,1
Video “Semoga Husnul Khotimah mas Didi kempot”,1,1
"Enggan Respons Desakan Mundur dari Kursi Ketum PPP, Suharso Monoarfa: Tidak Sesuai Mekanisme",0,0
Jokowi Bakal Saksikan MotoGP Mandalika di Hari Penutupan,0,0
Airlangga Perintahkan Kader Golkar Kerja Sama dengan PPP-PAN,0,0
"Dirjen Daglu Tersangka, Fraksi Gerindra Minta DPR Panggil Mendag",0,0
Barisan Relawan Minta Jokowi Amputasi Para Pemburu Rente dari Kabinet,0,0
"Satu Unit Mobil KPU Datangi Ruko Digital Printing di Condet, Diduga Berusaha Merubah Kertas atau Dokumen C1",1,1
"Survei LSN: Elektabilitas Prabowo Subianto, Anies dan Ganjar Bersaing Ketat",0,0
Pemerintah Disebut Akan Serahkan RUU ITE ke DPR Pekan Depan,0,0
“Masker impor china ada cacing atau ulat”,1,1
Eks Menteri Susi Pudjiastuti Dideklarasikan Jadi Capres 2024,0,0
Petani dipukuli Polisi yang dibayar oleh PT Sadoka di Sulawesi Selatan,1,1
“Siswi SMPN 6 Tasik Dibunuh oleh Ayah Kandungnya sendiri”,1,1
Kapolri Antar Yudo Fit n Proper Test di DPR: Bukti TNI Polri Solid,0,0
Guntur Romli: Si Noel Itu Harusnya Juga Bubarkan Jokowi Mania,0,0
KPU Resmi Tetapkan Nomor Urut Parpol Peserta Pemilu 2024,0,0
"Survei Indopol: Ganjar-Anies Bersaing di Atas, Prabowo Menurun",0,0
Mendeteksi Kesehatan Jantung dengan Memasukkan Tangan ke dalam Air Dingin Selama 30 Detik,1,1
"Agus Widjojo Dubes, Marsdya Wieko Syofyan Jabat Plt Gubernur Lemhanas",0,0
Nasdem Klaim Rakyat Indonesia Tersakiti jika Izin Safari Politik Anies di Aceh Dicabut karena Alasan Politik,0,0
NasDem Ingatkan Bahlil Taat Konstitusi soal Waktu Pilpres 2024,0,0
Apakah Sosok Rambut Putih yang Dimaksud Jokowi Itu Ganjar Pranowo?,0,0
Banser di Gereja Membawa Pulang Nasi Tumpeng,1,1
Survei SPIN: Duet Prabowo-Ganjar Ungguli Anies-AHY,0,0
Jokowi Tunjuk Mahfud Md Jadi Plt Menteri PANRB,0,0
Survei Charta: Kepuasan Publik pada Pemerintah Terus Menurun,0,0
Adian PDIP Minta Demokrat Belajar Matematika Sebelum Kritik Harga BBM,0,0
Rayhaneh Jabbari Dihukum Gantung oleh Pemerintah Iran,1,1
"Partai Masyumi: Silam Berjaya, Kini Gagal Ikut Pemilu 2024",0,0
“Anies Borong Celana Dalam Cewek”,1,1
"Isu Warga Kesurupan Pasca Batu Bersusun Dihancurkan, Dipastikan Hoax",1,1
Metode Pertolongan Pertama melalui Pelepasan Darah bagi Penderita Stroke,1,1
Pakar Sebut Soliditas KIB Bakal Diuji Saat Daftar Capres 2024,0,0
"Soal Hubungan Gus Yahya dan Cak Imin, Jazilul: NU-PKB Tak Bisa Dipisahkan",0,0
Empat Partai DPR Punya Posisi Kuat Jika Gugat Syarat Calon Presiden,0,0
Bawaslu Akui Belum Ada Larangan Curi Start Kampanye Pemilu 2024,0,0
Prabowo Subianto dan Muhaimin Iskandar Datangi Ponpes Api Asri Tegalrejo,0,0
Analis Jelaskan Urgensi Prabowo Beli 42 Pesawat Jet Rafale,0,0
Dandenpom Tangerang mengamankan mobil plat dinas yg dipake anggota banser yang mengaku anggota TNI yang akan apel ke pacar nya,1,1
Ahli: Sinisnya Warganet ke Wiranto Mirip Arteria Dahlan vs Emil Salim,0,0
Penyanyi Cilik Farel Prayoga Dikabarkan Meninggal Dunia,1,1
“Bu Risma minta didoakan agar Surabaya tdk hancur”,1,1
"Indonesia Disebut di Bawah Sistem Politik Kebangsawanan, Seperti Apa Penjelasannya?",0,0
DPD Curiga Jadwal Pemilu Molor Setahun Terkait Wacana Penundaan,0,0
Pesan Berantai Undian Hadiah Uang Tunai dari Telkomsel,1,1
"RKUHP Disahkan, Pemerintah Dinilai Tidak Partisipatif dan Transparan",0,0
Luhut Duduk Bareng Rocky Gerung: Anda Hebat Kritik Saya dan Presiden,0,0
"Jokowi Akui Ada Pertimbangan Politik dalam ""Reshuffle"" Kabinet",0,0
Situs Schneider Electric Menawarkan Pembiayaan,1,1
LOWONGAN KERJA KREW PEMANDU WAHANA SNOWBAY TMII,1,1
“Lawan Berita Palsu!”,1,1
Menjaga Kehormatan DPR,0,0
"20 Tahun Reformasi, Perempuan Dinilai Masih Terkekang Oligarki Politik",0,0
"Tahun Politik, Jokowi Minta Pers Tak Tergelincir dalam Polarisasi",0,0
"Mahfud Vs Rizal Ramli, Twitwar Caper Minim Substansi",0,0
"AS Hikam soal Muktamar NU: Yahya Staquf Kuat, Tapi Dipecah As'ad Ali",0,0
Video Pasangan Sesama Jenis Pamer Buku Nikah,1,1
Jokowi Harap Penggantinya Tak Ciut Nyali di Hadapan Negara Lain,0,0
Perkembangan Informasi Empat Ton Telur Bansos Pemprov Jabar Membusuk di Gudang Penyimpanan Bulog Garut,1,1
BuzzeRp Diam Lihat Hutan Gundul,1,1
Uap Panas Hasil Rebusan Daun Jambu dapat Mengobati Covid-19,1,1
SMRC: Massa PKS dan Demokrat Terbanyak Tolak RUU TPKS,0,0
Voucher Makan Gratis Promo Hut ke-15 KFC,1,1
Golkar-PPP Bela Pemerintah Soal Cat Pesawat Presiden Rp2 M,0,0
": Saksi Meringankan Ahok, Ulama Mesir Temui Jokowi di Istana Negara.",1,1
"Kader Golkar Berharap Beringin Merapat ke Koalisi Perubahan, Usung Anies Baswedan",0,0
Ekspresi Perbedaan Pilihan Politik Harus Utamakan Ketertiban Umum,0,0
Relawan Ganjar Pranowo Dukung Yenny Wahid Jadi Cawapres 2024,0,0
Begini Komentar Prabowo soal Jokowi Dukung Capres Berambut Putih,0,0
Kontras Berharap Komisioner KKR Nantinya Tak Punya Tendensi Politik,0,0
Australia Serang Indonesia di PBB Terkait Pulau Pasir,1,1
Videos of “Italian suicide who lost entire family to Corona”,1,1
"PAN Merapat ke Koalisi, Pengamat: Agar Kekuasaan Aman karena Ada Suara Minta Jokowi Turun",0,0
“Jepang Meluncurkan Investigasi Resmi Terhadap Jutaan Kematian Akibat Vaksin COVID”,1,1
Razia Masker Serentak Dengan Denda Rp250.000 di Wilayah Kabupaten dan Kota Bandung,1,1
PPP: Koalisi Partai Islam di Pemilu 2024 Utopis,0,0
[SALAH]: Link Untuk Mengecek Daftar KK Penerima Bansos Rp300 Ribu DKI Jakarta Per Januari 2021,1,1
"Bertemu Airlangga di Tugu Monas, Puan: Pemimpin yang Baik Tak Lupa Sejarah",0,0
"Jokowi Disebut Beri Sinyal Dukungan ke Ganjar, tapi Sadar Politik Itu Dinamis",0,0
Pemprov Protes Pembahasan RUU Otsus Papua Hanya Fokus 2 Pasal,0,0
Kapolri Mutasi 215 Pati Polisi: Penggantian Wakalemdiklat hingga Kapolda Sulbar,0,0
"Ijtima Ulama Desak PKB Tentukan Capres pada Maret 2023, Gerindra Minta Muhaimin Sampakan ke Prabowo",0,0
"Masih Sosialisasikan Salim Segaf Al Jufri, PKS Belum Tentu Usung Anies Baswedan",0,0
PDIP Soal Elektabilitas Rendah Puan: Bukan Satu-satunya Pertimbangan,0,0
AHY Ingin Koalisi dengan Nasdem dan PKS Langsung Deklarasi Capres Cawapres,0,0
"Top Nasional: Jokowi Ungkap Pertimbangan soal Reshuffle, Gibran dan Megawati Bahas Perihal Kaesang",0,0
Nagita Angkat Suara Terkait Harta Gono Gini Mama Rita,1,1
Respons Presiden Jokowi Ketika Kaesang Ingin Masuk ke Dunia Politik,0,0
“Satanisme Buah Disuntik Darah Mengandung HIV”,1,1
AHY Bakal Bertemu Surya Paloh Lagi Hari Ini,0,0
Kader PKS dan Wakil Ketua DPR Debat Seru Saat Pengesahan RKUHP,0,0
Ridwan Kamil Tak Ingin Terlalu Bergantung pada Mesin Politik Partai,0,0
Ali Ngabalin Sentil Keras Refly Harun Usai Bandingkan Anies dan Jokowi,0,0
"Abu Janda Dukung Prabowo di 2024, Giveaway Rp50 Juta Jika Kalah",0,0
"“RS Wates Pasang Spanduk, Umumkan BPJS Menunggak Belasan Miliar”",1,1
Projo soal Doa Jokowi Jadi Ketum PDIP: Adu Domba dan Menyesatkan,0,0
"Pemerintah Ingin Revisi UU IKN, Fraksi PKS & Demokrat Menolak",0,0
“Profesor Chen Horin mengatakan Lemon panas dapat membunuh sel kanker”,1,1
Jokowi dapat Penghargaan sebagai Presiden Pertama di Dunia yang Lari Ketika Ditemui Rakyatnya,1,1
"Usai KTT APEC Thailand, Jokowi Bakal Hadiri Muktamar Muhammadiyah di Solo",0,0
PKS Usul RUU TPKS Disahkan Berbarengan RKUHP,0,0
"Muhaimin Ingin Maju di Pilpres 2024, Lirik Sri Mulyani Jadi Calon Wapres",0,0
Bawaslu Minta Pimpinan Parpol Ikut Cegah Kerumunan Selama Pilkada,0,0
Elite PDIP Jateng Sebut Barisan 'Celeng' Pro Ganjar Merusak,0,0
Demokrat Sentil Adian PDIP soal Harga BBM: Cara Berpikirnya Tidak NKRI,0,0
Foto Perempuan Afghanistan di Tahun 1970,1,1
Komisi III DPR Sepakat Bentuk Panja RUU Narkotika,0,0
IPB Mengumumkan Ranking Sayuran Anti Kanker,1,1
Foto “Toko Daging Cina Yang Menjual Daging Manusia”,1,1
"Mengikuti ""Roller Coaster"" Karier Politik Anwar Ibrahim (1)",0,0
"Jelang Dimulainya Tahapan Pemilu, Kemendagri Minta Parpol Lengkapi Kepengurusan di Semua Provinsi",0,0
NasDem: Jokowi Komplain Surya Paloh Deklarasi Anies Tanpa Komunikasi,0,0
Daftar Nama 5 Pj Gubernur Pilihan Jokowi dan Tito Karnavian,0,0
Otoritas Perlindungan Data Pribadi di Bawah Kementerian Dikhawatirkan Rentan Terpengaruh Politik,0,0
"“Fadli Zon :  Kalau Habib Rizieq Dipenjara , Saya Mundur dari DPR Saja!”",1,1
Video Pasar Jagasatru Cirebon Ricuh,1,1
Fraksi Gerindra DPRD DKI Minta PSI Buktikan Tuduhan Politik Uang dalam Pemilihan Wagub,0,0
"Kim Jong Un Mengenakan Kemeja Putih Bertuliskan “Bersih, Merakyat, Kerja Nyata”",1,1
Geliat Ketum Parpol Kejar Ridwan Kamil untuk 2024,0,0
Bawaslu: Gugatan Partai Ummat ke KPU Lengkap dan Penuhi Syarat,0,0
Video “Mau dijarah Mangga Dua Square”,1,1
"Apdesi Dukungan Jokowi 3 Periode, PDIP: Lebih Baik Urus Minyak Goreng",0,0
DPR Minta Syarat PCR untuk Naik Pesawat dan KA Dikaji Ulang,0,0
Mengenal Sistem Proporsional Tertutup yang Diusulkan Agar Dipakai di Pemilu 2024,0,0
DPR Setuju Vaksin Nusantara Terawan Masuk Uji Klinis Fase III,0,0
“mantan anggota x fpi. deklarasi. bersumpah akan bunuh diri masal apa bila HRS tidak di bebaskan”,1,1
Wakil Presiden Amerika Serikat Mike Pence Ditangkap saat Massa Memasuki Gedung Capitol,1,1
“Surat Dari K.H. Mustofa Bisri (Gus Mus) di Whatsapp”,1,1
Obat Covid-19 dari Asap Batok Kelapa,1,1
Pendaftaran Seleksi Anggota KPU Dibuka Senin 18 Oktober,0,0
Panglima TNI Minta Satuan Tugas di Papua Lakukan Komunikasi Sosial,0,0
HOAX: Yang Benci FPI Ada Lima (Foto Gus Mus),1,1
Denny Indrayana soal Perpu Cipta Kerja: Jokowi Melecehkan Putusan MK,0,0
Golkar Respons Gerindra yang Usung Prabowo di Pilpres 2024,0,0
Mimpi Politik Jokowi adalah Mimpi Kita Semua,0,0
"Ridwan Kamil Buat Lukisan Pilpres 2024, Warna Hijau Dominan",0,0
Mahasiswa Zambia Dipukuli Warga Cina Karena Berpacaran dengan Gadis Cina,1,1
"Projo Ikut Acara Koalisi Indonesia Bersatu, PDIP: Silakan Mau ke Mana Saja",0,0
"Hari Ini PSI Kunjungi PAN, Eddy Soeparno: Saya Yakini Tak Bahas Capres",0,0
PKS Ingatkan Tito: Jangan Main-main Tunjuk Pj Pengganti Anies,0,0
"11 Anggota DPR Positif Covid-19, Dua Komisi Lockdown",0,0
Amien Rais Ingatkan Jokowi Akan Bahaya Politik Partisan,0,0
Memecahkan Kaca Mobil dengan Garam dan Air Liur,1,1
Shopee Bagi Hadiah Rp185Juta Diumumkan Secara Resmi Via SMS,1,1
"Masa Jabatannya Akan Segera Habis, Ketua KPU Belum Dapat Kabar Soal Pergantian",0,0
"Fahri Hamzah Usul MPR Dibubarkan, Bamsoet Jadi Ketua Terakhir",0,0
PKS Terima Aspirasi Tolak Penundaan Pemilu 2024 dan Jokowi 3 Periode,0,0
PKB Klaim Ada Parpol Parlemen dan Nonparlemen bakal Gabung KIR,0,0
Poin-poin Pidato Megawati di HUT ke-50 PDIP,0,0
"Mengandung Virus Baru, Merek Handsanitizer ‘Farah’ Dapat Sebabkan Tangan Melepuh",1,1
Klarifikasi Pertamina Perihal Lowongan Kerja RDMP RU V di Balikpapan,1,1
“FIRLI BAHURI TERJERAT OTT KPK”,1,1
Jokowi Perintahkan Heru Budi Bereskan Banjir dan Macet Jakarta,0,0
"Sekjen Gerindra Temui UAS, Prabowo Titip Pesan",0,0
"Survei SMRC: Elektabilitas Anies Baswedan Naik, NasDem Turun",0,0
"Anies Mengaku Siap Maju sebagai Calon Presiden pada 2024, jika…",0,1
Kemendagri Klaim Tak Terlibat Agenda Apdesi Dukung Jokowi 3 Periode,0,0
Passing Grade Universitas Indonesia,1,1
Pengamat Bicara Peluang Duet Prabowo - AHY di Pilpres 2024: Ceruknya Sama,0,0
"DPR: RKUHP Tak Pidanakan LGBT, Tapi Perbuatan Cabul",0,0
"Foto “Di suruh diam di rumah 14 hari malah sibuk jalan2, bukan cuma jalan2 tapi bilang liburann lagii”",1,1
Klarifikasi Kepolisian Terkait Aturan Kendaraan Bermotor yang STNK Mati Selama 2 tahun Menjadi Bodong,1,1
"“bugil,lagi setelah di pecat😂”",1,1
"Menanggapi Kenaikan Harga BBM, Ketua BEM Unpad: Pemerintah Hipokrit",0,0
"“Emil Saat Diambil Darah untuk Uji Vaksin China, tutup jarumnya belum di buka”",1,1
Hukum dan Politik Sebabkan Peringkat Kebebasan Pers Indonesia Stagnan,0,0
Formappi Nilai Pengawasan Kasus Brigadir J oleh DPR Kurang Maksimal,0,0
Ada Proses Politik Jadi Alasan Komisi II Tak Bisa Penuhi Keterwakilan 30 Persen Perempuan di KPU-Bawaslu,0,0
Begini Nasib Aset Kementerian di Jakarta setelah Pindah ke IKN,0,0
"Pengisi Jatah Menteri, PAN: Kami Serahkan ke Ketum, Apakah Kader atau Beliau",0,0
“Ini Penjelasan Camat Tanjung Priok soal Iuran Pengerukan Got”,1,1
Menhan Prabowo Sebut Pengadaan Pesawat Tempur Rafale Tinggal Kontrak,0,0
"PAN Pertanyakan BPKH, Singgung Rumor Dana Haji untuk Infrastruktur",0,0
"Bantah Pernyataan Anak Rahmat Effendi, Firli: KPK Tak Akan Ikut Kepentingan Politik",0,0
Meme “JOKOWI SUDAH SAH BUKAN PRESIDEN INDONESIA DAN HARUS TURUN SEKARANG JUGA”,1,1
Airlangga Pastikan KIB Tetap Jalan Meski Suharso Monoarfa Dicopot sebagai Ketum PPP,0,0
Survei Charta: Simpatisan PDIP Pilih Ganjar Ketimbang Puan,0,0
Risma Serahkan Bantuan ke Keluarga Prajuit TNI yang Gugur di Papua,0,0
“99.9% cure rate for Covid and a vaccine with 80% adverse effect rate”,1,1
Edy Rahmayadi soal Digugat Eks Ketua Karang Taruna: Enggak Ada Urusan,0,0
Puan Jelaskan Mekanisme Setelah DPR Terima Surpres Calon Panglima TNI,0,0
Foto Pasangan Menyaksikan Peluncuran Roket Apollo 8 tahun 1968,1,1
"Profil KSAL Yudo Margono, Calon Pengganti Panglima TNI Andika Perkasa?",0,0
"Prabowo Subianto Bertemu Dudung Abdurachman, Bicara Perintah Jokowi Bangun Pertahanan Teritorial",0,0
Susi Pudjiastuti Sindir Tingkah Puan Tanam Padi Hujan-hujanan,0,0
"56 Tahun Supersemar, Awal Peralihan Kekuasaan Presiden Sukarno ke Soeharto",0,0
"Budiman PDIP Tolak Tunda Pemilu, Tak Ingin Hasil Reformasi Terenggut",0,0
"Pilpres 2024, AHY Sebut Ciri-ciri Partai yang Bakal Berkoalisi dengan Demokrat",0,0
Catatan Karier Politik Bupati Jombang Nyono Suharli,0,0
“Ternyata Media Jepang jauh lebih fair ketimbang Media Nasional”,1,1
KPU: Kami Bekerja untuk Penyelenggaraan Pemilu 2024,0,0
"Menunggu Pelantikan Andi Sudirman Sulaiman, Gubernur Termuda Indonesia Saat ini",0,0
Luhut Binsar Pandjaitan di Belakang Apdesi yang Dukung Jokowi 3 Periode,0,0
“Belum Ada Rencana Ujian Nasional 2019 Diselenggarakan sebanyak Tiga Kali”,1,1
“Jutaan Produksi Rokok Yang Terpapar Covid-19 Beredar Luas Di Masyarakat”,1,1
Arnold Schwarzenegger Tidur di Luar Hotel Karena Tidak Dapat Memesan Kamar,1,1
"Sandiaga Uno Terjun ke Politik, Sempat Ditentang Anak karena Hal Ini",0,0
Perjanjian FIR Indonesia dengan Singapura Dianggap Punya 3 Substansi Penting,0,0
Kenangan Din Syamsuddin Saat Amien Bertamu Ajak Desak Jokowi Mundur,0,0
TKN: Bisa Jadi yang Masih Demo di MK Hanya Cari Panggung Politik,0,0
Airlangga Bilang Rencana Ridwan Kamil Gabung Golkar Masih Dibahas,0,0
"Relawan Capres 2024 Menjamur, Golkar Sebut Positif Bagi Demokrasi",0,0
Anggota DPR Bilang Penunjukan Ketua Komnas HAM Sesuai Aturan,0,0
"Survei: Elektabilitas Prabowo Tertinggi, Manuver Sandi Tak Berimbas",0,0
"Ahli Psikologi Politik: Penanganan Covid-19 di Indonesia Sama dengan Negara Lain, tetapi...",0,0
"Soal Motif Politik di Balik Kasus Perampokan Rumdin Wali Kota Blitar, Ini Jawaban Kapolres",0,0
"Cak Imin Sebut Yenny Wahid Gagal Urus Partai, Kader Gus Dur Bilang Begini",0,0
Ketua Komisi II DPR Nilai Usulan soal Omnibus Law Sistem Politik Sulit Dieksekusi,0,0
"Ketua Banggar Minta Tender Gorden Rumah Dinas DPR Rp43,5 M Dibatalkan",0,0
Wagub DKI soal PBB Gratis: Tugas Pemprov Membantu Masyarakat,0,0
"“Tak Tahan Sering DI Ejek Jaga Gereja Dan Bubarkan Pengajian Oleh Tentangganya,Seorang Anggota Banser Stress Dan Meninggal”",1,1
Tes Warna Sepatu untuk Menentukan Sisi Otak yang Dominan,1,1
Fahri Hamzah Sindir Politisasi BUMN untuk Pemilu 2024,0,0
"Isu Reshuffle Landa NasDem, Partai Demokrat Sebut Koalisi Perubahan Tidak akan Goyah",0,0
Aa Gym Menyikapi Selamat Natal,1,1
Hanura Jadi Partai Politik Keempat yang Daftar sebagai Peserta Pemilu 2019,0,0
"Selain Temui SBY, Wiranto Juga Akan Temui Pimpinan Parpol Lain",0,0
Kegiatan Sujud Syukur Kemenangan Prabowo – Sandi yang Diselenggarakan PA 212 Batal karena Ada Apel Siaga TNI – Polri di Monas,1,1
Jokowi Respons Usul Cak Imin Hapus Jabatan Gubernur,0,0
Akun Whatsapp Wali Kota Tasikmalaya Muhammad Yusuf “+628123316***” Minta Donasi,1,1
Panglima TNI Andika Perkasa Dukung Menwa Jadi Komponen Pertahanan,0,0
Gerindra-PDIP Singgung Mekanisme dan Partisan Terkait Pj Kepala Daerah,0,0
"Akademisi soal RKUHP Disahkan: Rezim Tak Punya Telinga, Kian Otoriter",0,0
Akun Instagram @bahana_investment,1,1
"Ganjar Masuk Bakal Capres di Rakernas NasDem, Puan Maharani: Silakan Saja",0,0
PKS Jamin Tak Ada Politik Uang dalam Pemilihan Wagub DKI,0,0
Waketum PPP: Kader Juga Ingin Khofifah Jadi Cawapres,0,0
Jokowi Mulai Pilih ASN Pengganti Anies Jabat Gubernur DKI,0,0
"Lepas Nomor 10, PPP Dapat Nomor Urut 17 di Pemilu 2024",0,0
Ma'ruf Amin Tak Setuju Kompolnas Dibubarkan: Perannya Diperkuat,0,0
"""Ahmad Dhani Meninggalkan Musik? Enggak. Hobi Saya Main Musik""",0,0
Anjing Zionis Dilatih untuk Menerkam Orang Sholat,1,1
PPP Dianggap Ajukan Suharso Monoarfa Jadi Kepala Otorita IKN,0,0
Video Pesawat Kertas Hasil Eksperimen Guru Fisika,1,1
"Sambangi KPK, Bawaslu Bahas Pemberantasan Politik Uang pada Pilkada 2020",0,0
"Suharso Monoarfa Kembali Didemo, Kali Ini Dituding Salah Gunakan Jabatan",0,0
Gerindra Gelar Rakernas Agustus Tanya Kesiapan Prabowo Jadi Capres,0,0
PDIP Respons Gaduh Bantuan Ganjar: Pengurus juga Bagian Masyarakat,0,0
(SALAH): Jembatan Widang Babat di Tuban yang Menjadi Program Infrastruktur Jokowi Ambruk,1,1
DPRD DKI Gelar Paripurna APBD Perubahan 25 Oktober,0,0
Jokowi Hari Ini Terima Keketuaan ASEAN 2023 dari Kamboja,0,0
"Sebut Prabowo, Mega Klaim Berontak Jika Lahir saat Penjajahan",0,0
"Gelar Ijtima Ulama Nusantara, PKB: Konsolidasi Gagasan Ulama, Kiai, Hadapi Pemilu 2024",0,0
Tito Hati-hati Angkat Pj Gubernur Demi Netral di Pilkada 2024,0,0
"Jelang Reshuffle, Jokowi Panggil Surya Paloh hingga Prabowo ke Istana",0,0
Sri Sultan: Situasi Politik Saat Ini Mirip Tahun 1948...,0,0
Airlangga dan Suharso Kompak Tak Mau Banyak Bicara soal Reshuffle Kabinet,0,0
Admin Grup Whatsapp Dihukum Penjara,1,1
"Video “gempa Dari #Indonesia Magnitudo 7,7, getaran terasa lebih dari 2000 kilometer”",1,1
Zulhas Bicara Bakal Capres PAN: Gubernur hingga Menteri Jokowi,0,0
PPP Akan Ikut Undian Nomor Urut Baru Pemilu di KPU,0,0
Literasi COVID-19 Dari drh. Moh. Indro Cahyono,1,1
"Sidang Tahunan MPR, Puan Serukan 'Cancut Taliwondo' untuk Pulihkan RI",0,0
Fadli Zon Usul Kapolda Jatim Diganti Buntut Tragedi Kanjuruhan,0,0
Lelang Online PT Pegadaian,1,1
Celetuk Zulhas Pertemuan 7 Parpol Penolak Sistem Proporsional Tertutup Koalisi Baru bagi Golkar,0,0
Video “Hukuman mati bagi koruptor uang negara di Korea Utara. di bawah ada kandang buaya”,1,1
Kapolri Ancam Copot Personel yang Terlibat Politik Praktis di Pilkada,0,0
2 Pertimbangan Gerindra Mau Berkoalisi dengan Partai Lain,0,0
"Kembali ke Gerindra, Akhir Jeda Politik Sandiaga Uno...",0,0
Video “Penerbangan dari Italia ke ethiopia. Semua penumpang dinyatakan positif”,1,1
"Pemilu 2024, Cak Imin Sebut PKB dan Gerindra Siap Kerja Sama Utuh Menyeluruh",0,0
MK Bakal Putuskan Gugatan UU IKN Selasa Besok,0,0
DPR Sebut Simpatisan Anak Kiai Jombang Bisa Dijerat UU TPKS,0,0
"Respons Rakernas PDIP, Teman Ganjar Sorot Capres Tanpa Elektabilitas",0,0
"Pendaftaran Peserta Pemilu 2024 Mulai Dibuka, Ini Daftar 9 Partai yang Akan Daftar Pertama",0,0
"Golkar Ajak Parpol Gabung KIB, AHY: Politik Tanah Air Masih Dinamis dan Cair",0,0
Jokowi Berikan Arahan Soal APBD Hingga Larangan Berpolitik Praktis ke 48 Pj Kepala Daerah,0,0
Megawati Cerita Malaysia Tak Punya Taman Makam Pahlawan Seperti RI,0,0
Video “RAHASIA ISTANA TERBONGKAR JOKOW1 TERTUNDUK”,1,1
"Prabowo Subianto Siap Maju di Pilpres 2024, Ini Jejak 3 Kekalahannya",0,0
Anies Baswedan Singgung Perbedaan Harga di Indonesia: Ini Tugas yang Belum Selesai,0,0
Ketua KPU Bantah Beri Instruksi Gagalkan Partai U di Pemilu 2024,0,0
Ramai-ramai Simpatisan Anies Bantah Dekati Relawan Jokowi,0,0
"Giring PSI: Saya Mau Jadi Gubernur DKI Jakarta, Tapi Bukan Sekarang",0,0
Mahfud MD Ingin DPR Bersuara di Kasus Brigadir J: Hukum Tak Bisa Jalan Sendiri Tanpa Dorongan Politik,0,0
"Ramlan Surbakti: Anggaran Pemilu 2024 Dicicil-cicil, KPU Dibuat Seperti Mengemis",0,0
Rakernas PDIP Bahas Strategi Pemenangan 2024 Tanpa Kandidat Capres,0,0
Jokowi Ngaku Tak Ikut-ikut soal Kaesang Terjun ke Politik,0,0
Video “KABAR TERBARU ~ PER1N.T4HKAN PULUHAN MAHASISWA UNS DIT4N9KAP | News Jokowi”,1,1
Aturan di UU IKN: Tak Ada Pilkada dan DPRD,0,0
Video “Berita Terkini Prabowo Tak Trima Prajurit Tni Di Pukul Club Harley-davidson Viral Hari Ini”,1,1
Anies: Orang Baik Harus Masuk Politik Bila Ingin RI Lebih Baik,0,0
Staf Khusus Presiden Bantah KUHP Baru Ancam Kebebasan Pers,0,0
Panitia Siapkan Layar Monitor untuk Saksikan Akad Nikah Kaesang - Erina,0,0
Anies Buka Suara soal Opsi AHY-Aher Jadi Cawapres di 2024,0,0
"Disidang DKPP, Komisioner KPU Jelaskan Maksud 'Dirumahsakitkan'",0,0
Sheikh Hamdan Al Maktoum Memberikan Uang Selama COVID-19,1,1
Akun Facebook Gubernur Kalimantan Timur Isran Noor,1,1
Video “Roxy mulai di jarah welcome to era 1998”,1,1
"Anies Baswedan: Bulan Depan Saya Istirahat, Selesai Tugas Gubernur",0,0
3 Ketua Umum Parpol KIB Pimpin Pendaftaran Peserta Pemilu ke KPU Besok,0,0
Ganjar Pranowo Mengaku Syok dan Bingung Kaesang Ingin Cicipi Dunia Politik,0,0
Foto Jalan Rusak dan Masjid Rubuh karena Gempa Banten 2022 dan Jakarta,1,1
Langkah Jokowi Bahas DOB Papua dengan MRP Dianggap Sebagai Politik Pecah Belah,0,0
Ini 13 Anggota Tetap PP Muhammadiyah yang akan Gelar Musyawarah Pilih Ketum Baru,0,0
Hari ini kantor DPRD Palembang di gempur perlawanan mahasiswa,1,1
Bahan Baku Uang Kertas Dollar Amerika Dari Serat Pohon Pisang Abaka,1,1
Video Penguburan Massal Produk Perancis,1,1
"Diduga Terinfeksi Virus Corona, Seorang Warga di Depok Diisolasi",1,1
Mahfud MD: Pemekaran Daerah di Papua Baik Secara Politik dan Ekonomi,0,0
Video Jokowi Tidak Tahu Penyebab Kasus Corona Tembus 111 Ribu,1,1
Covid-19 Tidak Murni Sebabkan Kematian,1,1
Cak Imin Usul Kementerian Pertanian Dilebur dengan Kemendes,0,0
DPR Minta Vaksin Covid-19 Tetap Gratis untuk Masyarakat,0,0
“Innalillahi wa inna ilaihi rojiun Jend.TNI Pur.Wismoyo Arismunandar”,1,1
